1;1205.00;13.00;1875.00;big
1;1310.00;13.00;1857.00;big
2;858.00;9.60;1708.00;big
2;777.00;9.60;1685.00;big
3;847.00;9.60;1466.00;big
3;901.00;9.60;1535.00;big
4;1006.00;9.60;1495.00;big
4;979.00;9.60;1467.00;big
5;869.00;9.50;1819.00;big
5;658.00;9.50;1857.00;big
6;681.00;9.50;1572.00;big
6;735.00;9.50;1402.00;big
7;2265.00;9.50;956.00;big
7;2395.00;9.50;832.00;big
8;1031.00;9.50;1135.00;big
8;756.00;9.50;1080.00;big
9;1149.00;9.50;1423.00;big
9;1000.00;9.50;1565.00;big
10;1412.00;10.00;1625.00;big
10;1348.00;10.00;1454.00;big
11;725.00;9.50;670.00;big
11;511.00;9.50;758.00;big
12;1523.00;9.50;1864.00;big
12;1087.00;9.50;1884.00;big
13;317.00;9.50;1675.00;big
13;144.00;9.50;1929.00;big
14;144.00;9.50;1101.00;big
14;447.00;9.50;1307.00;big
15;1569.00;10.00;1656.00;big
15;1631.00;10.00;1676.00;big
16;1729.00;10.00;1653.00;big
16;1774.00;10.00;1533.00;big
17;1565.00;17.00;1457.00;big
17;1687.00;15.00;1393.00;big
18;1478.00;9.50;1547.00;big
18;1440.00;10.00;1366.00;big
19;1572.00;10.00;1212.00;big
19;1390.00;10.00;1276.00;big
20;1899.00;10.00;1405.00;big
20;1817.00;10.00;1271.00;big
21;1754.00;10.00;1151.00;big
21;1759.00;12.40;996.00;big
22;1588.00;10.00;960.00;big
22;1606.00;10.00;1098.00;big
23;1606.00;10.00;861.00;big
23;1551.00;10.00;748.00;big
24;1650.00;10.00;701.00;big
24;1689.00;10.00;790.00;big
25;1710.00;9.60;560.00;small
25;1492.00;9.60;631.00;small
26;1428.00;10.00;812.00;big
26;1402.00;13.00;958.00;big
27;1256.00;12.75;1201.00;big
27;1381.00;12.68;1105.00;big
28;1202.00;10.00;898.00;big
28;1242.00;10.00;987.00;big
29;1191.00;10.00;774.00;big
29;1301.00;10.00;644.00;big
30;1277.00;10.00;452.00;small
30;1219.00;10.00;258.00;small
31;1521.00;10.00;431.00;big
31;1412.00;10.00;471.00;big
32;1666.00;10.00;438.00;small
32;1705.00;10.00;292.00;small
33;1532.00;10.00;204.00;small
33;1386.00;10.00;228.00;small
34;2391.00;12.82;910.00;big
34;2307.00;9.60;895.00;big
35;2433.00;9.60;1566.00;big
35;2586.00;9.60;1598.00;big
36;2497.00;9.60;1732.00;big
36;2590.00;9.60;1716.00;big
37;2682.00;9.60;1673.00;big
37;2730.00;9.60;1676.00;big
38;2958.00;9.60;1614.00;big
38;2788.00;9.60;1586.00;big
39;2900.00;11.00;1858.00;big
39;2726.00;9.60;1826.00;big
40;2879.00;9.60;1746.00;big
40;2981.00;9.60;1735.00;big
41;3161.00;13.32;1871.00;big
41;3041.00;11.00;1893.00;big
42;3110.00;10.00;1719.00;big
42;3235.00;10.00;1743.00;big
43;3301.00;10.00;1644.00;big
43;3133.00;10.00;1594.00;big
44;3347.00;10.00;1459.00;big
44;3229.00;10.00;1448.00;big
45;2978.00;9.50;1185.00;big
45;2732.00;9.50;1200.00;big
46;3180.00;9.60;924.00;big
46;3150.00;9.60;858.00;big
47;2945.00;12.45;728.00;big
47;2920.00;10.00;734.00;big
48;2605.00;10.00;726.00;big
48;2553.00;10.00;684.00;big
49;2705.00;9.73;426.00;big
49;2556.00;10.00;485.00;big
50;2929.00;10.50;517.00;big
50;2795.00;12.50;526.00;big
51;2945.00;10.00;344.00;big
51;2854.00;10.00;351.00;big
52;2665.00;9.60;215.00;big
52;2756.00;10.45;286.00;big
53;2991.00;10.00;248.00;big
53;2880.00;10.00;228.00;big
54;2880.00;9.60;129.00;big
54;3036.00;9.60;205.00;big
55;3111.00;9.85;444.00;big
55;3178.00;9.50;288.00;big
56;3558.00;9.60;218.00;big
56;3604.00;9.60;215.00;big
57;3387.00;12.00;1202.00;big
57;3325.00;10.50;1125.00;big
58;3589.00;9.60;925.00;big
58;3605.00;9.60;961.00;big
59;3678.00;9.60;1012.00;big
59;3663.00;9.63;1048.00;big
60;3949.00;9.60;117.00;big
60;4006.00;9.60;258.00;big
61;4215.00;9.60;307.00;small
61;4164.00;9.60;241.00;small
62;4075.00;12.15;312.00;big
62;4119.00;9.60;354.00;big
63;4272.00;9.60;394.00;big
63;4196.00;9.60;382.00;big
64;4050.00;9.60;359.00;big
64;3970.00;9.60;368.00;big
65;3871.00;9.60;405.00;big
65;3885.00;9.60;330.00;big
66;3936.00;9.60;514.00;big
66;4023.00;9.60;477.00;big
67;4128.00;9.60;452.00;big
67;4205.00;12.53;494.00;big
68;4081.00;9.60;600.00;small
68;4155.00;9.60;600.00;small
69;4110.00;10.00;667.00;small
69;4049.00;10.00;664.00;small
70;4273.00;12.73;650.00;small
70;4196.00;9.60;668.00;small
71;4270.00;10.00;762.00;big
71;4189.00;10.00;750.00;big
72;4098.00;9.60;766.00;big
72;3941.00;9.60;754.00;big
73;4376.00;10.00;818.00;big
73;4348.00;9.60;930.00;big
74;4201.00;9.60;918.00;big
74;4090.00;9.60;918.00;big
75;4106.00;10.00;1073.00;big
75;4199.00;10.00;1062.00;big
76;3956.00;10.00;1143.00;big
76;4042.00;10.00;1136.00;big
77;3999.00;10.50;1237.00;big
77;3972.00;10.50;1199.00;big
78;4272.00;10.00;1187.00;big
78;4172.00;10.00;1181.00;big
79;3828.00;10.00;1083.00;big
79;3865.00;9.65;1032.00;big
80;3883.00;11.30;1153.00;big
80;3855.00;9.60;1231.00;big
81;3987.00;9.60;1340.00;big
81;3882.00;9.60;1318.00;big
82;4089.00;9.60;1253.00;big
82;4092.00;9.60;1367.00;big
83;4357.00;9.60;1341.00;big
83;4235.00;9.60;1358.00;big
84;4421.00;10.00;1569.00;big
84;4452.00;10.00;1474.00;big
85;4339.00;11.88;1555.00;big
85;4240.00;9.60;1527.00;big
86;4323.00;9.60;1668.00;big
86;4277.00;9.60;1762.00;big
87;4275.00;9.60;1967.00;big
87;4308.00;9.60;1922.00;big
88;1080.00;9.50;586.00;big
88;1026.00;9.50;863.00;big
89;1009.00;9.50;204.00;big
89;1280.00;9.50;98.00;big
90;1823.00;9.50;187.00;big
90;1618.00;9.50;100.00;big
91;1911.00;9.50;511.00;big
91;1920.00;9.50;357.00;big
92;1921.00;9.50;673.00;big
92;1756.00;9.50;789.00;big
93;1961.00;9.50;1102.00;big
93;1832.00;9.60;942.00;big
94;2128.00;9.50;1255.00;big
94;2067.00;9.50;1423.00;big
95;1915.00;9.50;1666.00;big
95;1726.00;9.50;1882.00;big
96;646.00;9.50;191.00;big
96;763.00;9.50;375.00;big
97;402.00;9.50;174.00;big
97;135.00;9.50;208.00;big
98;227.00;9.50;479.00;big
98;234.00;9.50;760.00;big
99;5498.00;9.50;195.00;big
99;5263.00;9.50;201.00;big
100;5229.00;9.50;500.00;big
100;5456.00;9.50;722.00;big
101;5289.00;9.50;1020.00;big
101;5473.00;9.50;1255.00;big
102;5495.00;9.50;1867.00;big
102;5462.00;9.50;1571.00;big
103;5061.00;9.50;1919.00;big
103;4747.00;9.50;1876.00;big
104;5116.00;9.50;1464.00;big
104;4878.00;9.50;1428.00;big
105;4772.00;9.50;1151.00;big
105;4960.00;9.50;868.00;big
106;4937.00;9.50;502.00;big
106;4705.00;9.50;503.00;big
107;5005.00;9.50;150.00;big
107;4639.00;9.50;147.00;big
108;3886.00;9.50;1817.00;big
108;3624.00;9.50;1820.00;big
109;3485.00;9.50;698.00;big
109;3497.00;9.50;499.00;big
110;2391.00;9.50;206.00;big
110;2176.00;9.50;270.00;big
111;2067.00;9.50;842.00;big
111;2202.00;9.50;646.00;big
112;2461.00;9.50;1189.00;big
112;2205.00;9.50;1152.00;big
113;2614.00;9.50;983.00;big
113;2907.00;9.50;993.00;big
114;2125.00;9.50;1970.00;big
114;2118.00;9.50;1708.00;big
115;2661.00;9.50;564.00;big
115;2556.00;9.50;407.00;big
116;2525.00;9.50;718.00;big
116;2657.00;9.50;772.00;big
117;2769.00;9.50;702.00;big
117;2878.00;9.50;768.00;big
118;3004.00;9.50;589.00;big
118;3163.00;9.50;625.00;big
119;3405.00;9.50;107.00;big
119;3322.00;9.50;437.00;big
120;2694.00;9.50;129.00;big
120;3112.00;9.50;103.00;big
121;3194.00;9.50;973.00;big
121;3095.00;9.50;826.00;big
122;3442.00;9.50;1138.00;big
122;3226.00;9.50;1180.00;big
123;3607.00;9.50;270.00;big
123;3571.00;9.50;104.00;big
124;2400.00;9.50;1446.00;big
124;2262.00;9.50;1582.00;big
125;2741.00;9.50;1445.00;big
125;2550.00;9.50;1461.00;big
126;3069.00;9.50;1404.00;big
126;2939.00;9.50;1446.00;big
127;3344.00;9.50;1337.00;big
127;3159.00;9.50;1374.00;big
128;3638.00;9.50;1465.00;big
128;3557.00;9.50;1314.00;big
129;3430.00;9.50;1560.00;big
129;3428.00;9.50;1797.00;big
130;3202.00;9.50;1979.00;big
130;3390.00;9.50;1932.00;big
131;2572.00;9.50;1936.00;big
131;2893.00;9.50;2020.00;big
132;2343.00;9.50;1743.00;big
132;2428.00;9.50;1785.00;big
133;3526.00;9.50;867.00;big
133;3644.00;9.50;1008.00;big
134;4427.00;9.50;1918.00;big
134;4131.00;9.50;1956.00;big
135;4453.00;9.50;1731.00;big
135;4589.00;9.50;1584.00;big
136;4489.00;9.50;1248.00;big
136;4559.00;9.50;1408.00;big
137;4141.00;9.50;990.00;big
137;4284.00;9.50;998.00;big
138;4511.00;9.50;918.00;big
138;4383.00;9.50;1071.00;big
139;4597.00;9.50;733.00;big
139;4411.00;9.50;749.00;big
140;4330.00;9.50;534.00;big
140;4363.00;9.50;314.00;big
141;4228.00;9.50;141.00;big
141;4029.00;9.50;61.00;big
142;3890.00;9.50;104.00;big
142;3850.00;9.50;271.00;big
143;3769.00;9.50;459.00;big
143;3860.00;9.50;599.00;big
144;3760.00;9.50;745.00;big
144;3794.00;9.50;831.00;big
145;3973.00;9.50;998.00;big
145;3895.00;9.50;864.00;big
146;3784.00;9.50;981.00;big
146;3736.00;9.50;1100.00;big
147;3725.00;9.50;1310.00;big
147;3695.00;9.50;1208.00;big
148;3905.00;9.50;1432.00;big
148;4105.00;9.50;1467.00;big
149;4123.00;9.50;1793.00;big
