1;air_base;3940.00;9.75;67.00;1.73;0
1;anti_air_building;3947.00;9.60;108.00;4.40;0
1;anti_air_building;3960.00;9.60;83.00;0.78;0
1;anti_air_building;3942.00;10.00;89.00;2.34;0
1;radar_station;3941.00;9.80;81.00;0.45;0
1;arms_factory;3945.00;9.60;65.00;2.84;0
1;industrial_complex;3948.00;9.60;106.00;5.50;0
1;dockyard;3930.00;9.57;57.00;0.55;0
1;naval_base;3960.00;9.50;76.00;1.01;417
1;naval_base;3931.00;9.53;81.00;-1.74;150
1;naval_base;3912.00;9.50;96.00;1.57;150
1;naval_base;3922.00;9.50;66.00;-0.52;449
1;naval_base;3957.00;9.50;74.00;0.40;434
1;naval_base;3925.00;9.50;97.00;-1.25;150
1;bunker;3927.00;9.60;65.00;4.98;0
1;bunker;3951.00;10.53;87.00;6.19;0
1;bunker;3934.00;9.60;93.00;4.03;0
1;bunker;3949.00;10.07;76.00;0.41;0
1;bunker;3941.00;11.03;75.00;1.97;0
1;bunker;3910.00;9.60;96.00;4.63;0
1;coastal_bunker;3961.00;9.55;84.00;1.01;0
1;coastal_bunker;3953.00;9.50;62.00;0.40;0
1;coastal_bunker;3913.00;9.50;76.00;-0.52;0
1;coastal_bunker;3934.00;9.50;83.00;-1.74;0
1;coastal_bunker;3926.00;9.50;100.00;-1.25;0
1;coastal_bunker;3908.00;9.50;98.00;1.57;0
2;air_base;3988.00;12.20;60.00;0.78;0
2;anti_air_building;3995.00;9.60;77.00;2.34;0
2;anti_air_building;3997.00;10.43;64.00;0.18;0
2;anti_air_building;3992.00;12.20;67.00;2.84;0
2;radar_station;3972.00;9.50;57.00;5.96;0
2;arms_factory;3935.00;9.53;36.00;2.24;0
2;industrial_complex;3977.00;9.60;69.00;3.45;0
2;dockyard;3978.00;9.50;47.00;-0.67;0
2;naval_base;3995.00;9.50;47.00;-0.67;434
2;naval_base;3943.00;9.55;45.00;-1.57;434
2;naval_base;3984.00;9.55;78.00;-2.76;417
2;naval_base;4000.00;9.50;52.00;0.79;226
2;bunker;3977.00;9.60;70.00;4.98;0
2;bunker;3995.00;9.78;56.00;6.19;0
2;bunker;3939.00;9.60;40.00;4.03;0
2;bunker;3988.00;9.60;50.00;0.41;0
2;coastal_bunker;3950.00;9.50;34.00;-1.57;0
2;coastal_bunker;3985.00;9.60;77.00;-2.76;0
2;coastal_bunker;3995.00;9.50;47.00;-0.67;0
2;coastal_bunker;4004.00;9.53;68.00;0.79;0
3;air_base;3943.00;9.60;143.00;0.18;0
3;anti_air_building;3972.00;9.60;129.00;2.84;0
