117;0;2399.00;9.50;1727.00;0.00;1.36
118;0;2897.00;9.50;1508.00;0.00;1.16
119;0;2572.00;9.50;312.00;0.00;2.28
120;0;2657.00;9.50;772.00;0.00;1.20
121;0;3596.00;9.50;172.00;0.00;1.76
122;0;3754.00;9.50;1375.00;0.00;1.56
123;0;3905.00;9.50;1432.00;0.00;1.32
124;0;4407.00;9.50;1003.00;0.00;1.16
125;0;4457.00;9.50;905.00;0.00;1.08
126;0;1105.00;9.50;367.00;0.00;1.52
127;0;940.00;9.50;1406.00;0.00;1.56
128;0;1703.00;9.50;1818.00;0.00;1.36
129;0;1815.00;9.50;715.00;0.00;2.04
130;0;1112.00;9.50;302.00;0.00;1.48
131;0;3442.00;9.50;1138.00;0.00;1.16
132;0;2428.00;9.50;1785.00;0.00;1.24
133;0;2963.00;9.50;1494.00;0.00;1.20
134;0;2482.00;9.50;470.00;0.00;1.56
135;0;2525.00;9.50;718.00;0.00;1.80
136;0;3823.00;9.50;1411.00;0.00;2.16
137;0;3967.00;9.50;1421.00;0.00;1.36
138;0;4457.00;9.60;966.00;0.00;1.36
139;0;4466.00;9.50;851.00;-0.60;1.64
140;0;1127.00;9.50;442.00;0.00;1.76
141;0;1000.00;9.50;1565.00;0.00;1.72
142;0;1833.00;9.50;1768.00;0.00;2.64
143;0;1834.00;9.50;630.00;0.00;1.92
144;0;3393.00;9.50;944.00;0.00;2.08
145;0;2481.00;9.50;1819.00;0.00;1.32
146;0;3047.00;9.50;1511.00;-1.50;1.32
147;0;2591.00;9.50;771.00;0.00;1.44
148;0;2529.00;9.50;632.00;0.00;1.32
149;0;3648.00;9.50;214.00;0.00;1.32
150;0;3890.00;9.50;104.00;0.00;1.60
151;0;3725.00;9.50;1310.00;0.00;1.32
152;0;4026.00;9.50;1451.00;0.00;1.52
153;0;4345.00;9.50;1012.00;0.00;1.04
154;0;4460.00;9.50;783.00;0.00;1.68
155;0;1126.00;9.50;516.00;0.00;1.88
156;0;672.00;9.50;1738.00;0.00;1.16
157;0;1076.00;9.50;1528.00;0.00;1.48
158;0;1915.00;9.50;1666.00;0.00;1.96
159;0;1830.00;9.50;547.00;0.00;1.72
160;0;3132.00;9.50;1494.00;0.00;1.20
161;0;2569.00;9.50;217.00;0.00;1.96
162;0;2621.00;9.50;644.00;0.00;1.68
163;0;3607.00;9.50;270.00;0.00;1.12
164;0;3881.00;9.50;167.00;0.00;1.12
165;0;3767.00;9.50;1250.00;0.00;1.56
166;0;4105.00;9.50;1467.00;0.00;1.36
167;0;4284.00;9.50;998.00;0.00;1.36
